,Unnamed: 0,_fivetran_id,date,property,_fivetran_synced,active_users,add_to_carts,checkouts,ecommerce_purchases,engaged_sessions,gross_purchase_revenue,new_users,sessions,total_purchasers,total_users
1146,1146,bzC3m83wjAY0kWKZ+yFJ3n+cwXM=,2022-07-10,properties/319751093,2023-11-17 15:55:15.308000 UTC,2524,0,0,6,1487,434.2251572775829,1548,2772,7,2859
1147,1147,LPKcQvyn9KCCVQmM5ncLIdh5arU=,2023-06-14,properties/319751093,2023-11-17 15:54:27.645000 UTC,1893,47,0,6,2400,810.475059504904,2286,3493,5,2907
1148,1148,1mkQpQQBGRO3KM5wL6xGjc7mhd4=,2023-06-18,properties/319751093,2023-11-17 15:54:27.645000 UTC,3507,42,0,6,2511,348.8705340022109,1775,3592,6,1768
1149,1149,yj6KOhBJ0HlI7eACys3PYNt8tC8=,2022-10-10,properties/311983201,2023-11-17 15:55:03.618000 UTC,163,0,0,9,123,1397.8116820181501,161,214,9,150
1150,1150,h5K9Q2HO78CNf7CnfxHvQKLonh8=,2022-11-13,properties/311983201,2023-11-17 15:54:59.651000 UTC,231,0,0,8,241,1012.6688227907287,176,368,6,252
1151,1151,Idh2r2yKgDN40MOMEVOgHCiqksA=,2022-11-25,properties/311983201,2023-11-17 15:54:55.593000 UTC,140,0,0,5,164,1171.9693274203883,130,347,5,233
1152,1152,R0Lmn1WDM9yaMNCpCdfochAH5ks=,2023-04-18,properties/311983201,2023-11-17 15:54:39.312000 UTC,232,0,0,8,164,1636.7185798417436,130,280,5,190
1153,1153,iHnKLTInD/fNxof72bhVUz98oAc=,2023-05-24,properties/311983201,2023-11-17 15:54:26.875000 UTC,247,0,0,6,212,787.2962737150939,146,377,10,252
1154,1154,EZttUqBP/JtaXRxIvBQtkImlIv8=,2022-05-24,properties/309559498,2023-11-17 15:55:21.484000 UTC,550,0,0,7,413,1491.5622629187412,488,620,6,627
1155,1155,nFeKmQdM0Rob14yTU5weKnW4qR8=,2022-05-31,properties/309559498,2023-11-17 15:55:18.786000 UTC,506,0,0,6,462,1196.8278129565113,591,838,4,710
1156,1156,90P3ZOtMUi0J9qF8iM6++WD3Md4=,2023-05-31,properties/309559498,2023-11-17 15:54:27.117000 UTC,664,0,0,9,354,1703.34154565067,667,1229,6,1179
1157,1157,L7E0Vlv0Qfp73HFxiyEcDO3Ykd8=,2022-11-04,properties/319751093,2023-11-17 15:54:59.661000 UTC,2047,0,0,7,2415,693.2312688137206,1476,3112,8,1638
1158,1158,GSj48enVxIirILICn/ENNEZvUsE=,2023-05-22,properties/319751093,2023-11-17 15:54:27.644000 UTC,3041,79,0,8,1633,518.5004352751729,2160,2866,5,3041
1159,1159,Ix/NYRq9O3wrHled25+gJYEYH34=,2023-05-23,properties/319751093,2023-11-17 15:54:27.640000 UTC,6753,55,0,5,4653,838.3942905582418,2378,7103,6,6146
1160,1160,gPIFFwe5dpu1TBRvIosoUE6ViEc=,2023-06-16,properties/319751093,2023-11-17 15:54:27.645000 UTC,2406,56,0,5,2786,705.8123865741401,1939,2450,7,2040
1161,1161,UFBkOsrtRWgKeUpM9J40UlDn9jY=,2022-10-07,properties/311983201,2023-11-17 15:55:03.617000 UTC,161,0,0,8,121,1636.290244111128,125,319,8,177
1162,1162,7aNXBhDNHKWxmWqKcGA80tOOwdw=,2022-11-10,properties/311983201,2023-11-17 15:54:59.651000 UTC,289,0,0,7,248,1312.1620034036036,143,268,7,321
1163,1163,51yHyQm4EqkArumQauZKMmSsEU4=,2023-02-02,properties/311983201,2023-11-17 15:54:47.212000 UTC,427,0,0,7,229,1443.7381869274145,210,468,10,300
1164,1164,Ix/NYRq9O3wrHled25+gJYEYH34=,2023-05-23,properties/311983201,2023-11-17 15:54:26.874000 UTC,234,0,0,7,155,964.3235278628943,156,413,9,327
1165,1165,nNm7UeXf8D9tE/35H0DB258V4Hg=,2022-04-16,properties/309559498,2023-11-17 15:55:24.833000 UTC,145,0,0,15,158,3895.7595014430894,142,208,8,186
1166,1166,pwgVPY9OZQU4/+GQ4enb8bNEoI4=,2023-05-21,properties/319751093,2023-11-17 15:54:36.211000 UTC,2855,70,0,8,2627,806.5044258493236,2370,5210,10,3179
1167,1167,HuWepKHQ7Zs+kYvzlNVGW74HQjM=,2023-06-04,properties/319751093,2023-11-17 15:54:27.644000 UTC,2356,82,0,9,2219,814.1180849238418,1643,4195,7,3728
1168,1168,xr2GcLbTj9GPGIHyyke6sUxIFjc=,2023-06-19,properties/319751093,2023-11-17 15:54:27.645000 UTC,1595,28,0,7,1352,667.0523566539459,1029,3521,8,3133
1169,1169,BW3bcatokwWsA4UqrIXLQpETuOA=,2023-06-20,properties/319751093,2023-11-17 15:54:29.445000 UTC,1311,40,0,6,1388,659.6259277901505,1354,3120,8,2219
1170,1170,GJIjThBHBJUXSg5GZiSCnqTA8NM=,2022-07-08,properties/319751093,2023-11-17 15:55:15.311000 UTC,2473,0,0,8,1397,1587.6435321120587,1281,1898,10,2288
1171,1171,OFhg/UIbOM2DWp8jxeb4RdIfLdQ=,2022-08-08,properties/319751093,2023-11-17 15:55:11.532000 UTC,1772,0,0,9,2020,1445.3956659326475,1446,4171,10,2987
1172,1172,mOskXh5yDkOLmvh4qlCCfr8Syxo=,2023-06-07,properties/319751093,2023-11-17 15:54:27.641000 UTC,4591,82,0,9,2073,691.6452684695502,2204,3571,8,3541
1173,1173,pgkLMogy08phvcXRKv+x7FmYI5s=,2023-06-11,properties/319751093,2023-11-17 15:54:27.644000 UTC,2606,64,0,9,2420,608.2789117494742,1640,2444,9,3791
1174,1174,+Y5V7yHotQ+JKhBwsVDReEBPaDQ=,2023-06-21,properties/319751093,2023-11-17 15:54:20.386000 UTC,3693,46,0,9,1978,1249.3132132890476,2193,4348,11,2942
1175,1175,5bu4JmSaetJ3GDPUGhaYaVA+LDg=,2023-06-23,properties/319751093,2023-11-17 15:54:20.390000 UTC,1469,34,0,11,2245,804.9858085497095,1890,3114,8,2983
1176,1176,Ix/NYRq9O3wrHled25+gJYEYH34=,2023-05-23,properties/309559498,2023-11-17 15:54:27.116000 UTC,960,0,0,9,775,2455.238015116946,721,1529,9,1298
1177,1177,jW3Q9WBtB1npcqGjDMba+R9a3Tc=,2022-07-04,properties/319751093,2023-11-17 15:55:15.308000 UTC,1364,0,0,10,2269,1603.5017190843323,1771,3015,8,2437
1178,1178,jvDGgB7JQ0MflmHL9mlEeLWeOwI=,2022-08-13,properties/319751093,2023-11-17 15:55:11.531000 UTC,1528,0,0,9,1998,1011.7811825174837,1926,2541,8,1923
1179,1179,HQHj6+9R/satBl8Mp4v9pf4VmXY=,2022-10-21,properties/319751093,2023-11-17 15:55:02.680000 UTC,1724,0,0,8,1080,1372.7677326315081,1037,1764,8,1550
1180,1180,cG/ZQqEk7Fs5q7hVem4F2BBNlMM=,2022-11-16,properties/319751093,2023-11-17 15:54:59.661000 UTC,2729,0,0,8,1845,2282.8091646342623,1111,2186,8,2316
1181,1181,qFm6M1BLhi2ZO+ojMno+cxWv5dQ=,2022-11-17,properties/319751093,2023-11-17 15:54:59.660000 UTC,2613,0,0,8,1871,2539.091929816298,1798,3848,11,3673
1182,1182,NWPRTtedSM8q/CYQ7DOq368Ek+w=,2023-01-22,properties/319751093,2023-11-17 15:54:47.303000 UTC,2407,0,0,8,1179,635.9524780768453,1109,2337,9,2257
1183,1183,b8cwWVA88b2hAu6ZO00XO3ILnzo=,2023-05-01,properties/319751093,2023-11-17 15:54:35.301000 UTC,3408,0,0,10,2680,927.1638390916496,2394,4377,13,3603
1184,1184,4ENgWah/M9WBFZY9EIfI+R0z86E=,2022-07-09,properties/319751093,2023-11-17 15:55:15.310000 UTC,2233,0,0,10,1369,984.453530577329,1627,2977,11,2059
1185,1185,FWqTZRE3nzU4tdL78R21L3U3gI4=,2022-09-16,properties/319751093,2023-11-17 15:55:07.159000 UTC,1946,0,0,10,1994,2522.8326692527253,1493,2454,11,2713
1186,1186,nfU2yprytgX8prJlnZStOU0wjOw=,2022-12-09,properties/319751093,2023-11-17 15:54:55.465000 UTC,1713,0,0,10,1764,2142.0605892383405,1438,2586,11,2243
1187,1187,xMvKXkmaosjiw6WWaj/ao4feYDU=,2023-06-03,properties/319751093,2023-11-17 15:54:27.642000 UTC,1934,91,0,13,2700,1197.782677903547,2597,5761,13,2934
1188,1188,rnDuIbt9PZSBK28zE2BLfamm83g=,2023-06-06,properties/319751093,2023-11-17 15:54:27.645000 UTC,2295,72,0,8,1846,990.3799739336907,1723,2959,10,2549
1189,1189,AgHy2V3x5RLQt7ATk+uVDEw5+zQ=,2023-06-15,properties/319751093,2023-11-17 15:54:27.643000 UTC,3445,85,0,10,2385,1307.7479152360072,1580,4827,11,2238
1190,1190,yOjTvKU9dfA8UYpPndQs3ZfEP30=,2023-06-22,properties/319751093,2023-11-17 15:54:20.390000 UTC,2737,58,0,10,2405,1023.3991535056975,1756,4449,10,2073
1191,1191,Ja7OZju0ZkOb5xNqdkHCikGyJk0=,2023-02-01,properties/311983201,2023-11-17 15:54:47.211000 UTC,559,0,0,11,238,2047.4316767343644,276,663,11,466
1192,1192,QJS73IzwWhgoNaXvJbWUCSjucKI=,2022-07-06,properties/319751093,2023-11-17 15:55:15.310000 UTC,2537,0,0,12,1898,2552.888811732613,2075,2035,9,2889
1193,1193,r4MkID3GWbfQYrMyKOzA2cZhTf4=,2022-07-17,properties/319751093,2023-11-17 15:55:15.308000 UTC,2454,0,0,13,1192,1576.2848080352042,1694,2494,11,2380
1194,1194,d2IXMEUvqsqqrGH/J6T82mchFX8=,2022-07-20,properties/319751093,2023-11-17 15:55:15.311000 UTC,1767,0,0,15,1200,2609.6188906734037,1738,2404,11,2704
1195,1195,EbimBD/PUDUekgjhs8QMOVzN8iU=,2022-07-22,properties/319751093,2023-11-17 15:55:15.311000 UTC,2019,0,0,13,1579,1236.7488209708195,1618,3375,14,2258
1196,1196,74l8sIOIZYFNHLB0Oi9sw399els=,2022-08-18,properties/319751093,2023-11-17 15:55:11.531000 UTC,3359,0,0,13,1700,1974.3252186616119,1561,3993,9,3421
1197,1197,RR2osFM8gsTgJTbuwd5/FQ4vGvo=,2022-10-12,properties/319751093,2023-11-17 15:55:02.679000 UTC,1442,0,0,14,2002,1523.3517780813636,1287,2299,11,2074
1198,1198,BwfScUtkhMYSUrsk2QS6g/79aQU=,2022-10-14,properties/319751093,2023-11-17 15:55:02.680000 UTC,1820,0,0,11,1671,1596.1661998248503,1403,3244,11,2489
1199,1199,1eGHXuhQ54HQJv+Xnwpl52vJfqs=,2022-10-15,properties/319751093,2023-11-17 15:55:02.680000 UTC,2867,0,0,11,1888,1958.8558398912955,1596,1762,12,1909
1200,1200,7JHJUhv8l8aKCN1VF8PqA4y6sYk=,2022-10-25,properties/319751093,2023-11-17 15:54:59.662000 UTC,1827,0,0,10,1545,1807.1656933594113,1115,2690,9,2632
1201,1201,k2OIBpItCSKWgS8VlXc7617x68M=,2022-11-07,properties/319751093,2023-11-17 15:54:59.661000 UTC,1628,0,0,9,1258,1333.0199568454052,1157,2912,12,2475
1202,1202,gaB3VLqaeeNFEMMx8I0yC20aYb4=,2022-11-15,properties/319751093,2023-11-17 15:54:59.661000 UTC,3104,0,0,13,1618,1530.8377939890972,1434,4333,10,2420
1203,1203,PO8fiBxe2FDZqFh7V4MWOmQPCwk=,2023-01-20,properties/319751093,2023-11-17 15:54:51.558000 UTC,2596,0,0,13,2391,1260.6929597731294,1495,2362,10,2997
1204,1204,00NvDL+XOQI684l1Uwsv6SEBpIg=,2023-03-13,properties/319751093,2023-11-17 15:54:43.384000 UTC,4005,0,0,13,2586,1453.563151022978,1881,3258,11,3091
1205,1205,RLQLEIEnNFr0u8LIBGwabCZTmxY=,2023-06-05,properties/319751093,2023-11-17 15:54:27.645000 UTC,1889,63,0,13,1961,858.0155087692884,1656,3484,11,3565
1206,1206,WRBBRSYyi4sumIuetDtLnHAV4Cc=,2023-06-10,properties/319751093,2023-11-17 15:54:27.643000 UTC,1968,50,0,16,3115,1296.8423048932532,2142,2788,11,2289
1207,1207,0Niv/Xt1YbuPpvGAoLyHSYnD3Bk=,2023-06-13,properties/319751093,2023-11-17 15:54:27.643000 UTC,2117,76,0,10,2092,841.47887954251,1864,5523,12,2921
1208,1208,OqtMnzcGaiGdg2PZ3U80UkpZA1g=,2023-06-24,properties/319751093,2023-11-17 15:54:20.390000 UTC,1801,47,0,14,2327,1113.2155039629633,1743,3566,9,2475
1209,1209,COF7LsDOFPSxSAJTXAFTdpJLj7k=,2023-06-30,properties/319751093,2023-11-17 15:54:20.392000 UTC,1991,102,0,12,1694,1482.869886338225,1524,3333,8,2228
1210,1210,QOZZ0woxfhg4styk4Jlo0rGDw20=,2022-11-11,properties/311983201,2023-11-17 15:54:59.651000 UTC,355,0,0,11,270,2356.402984793327,269,516,13,440
1211,1211,vyR1XiB1hxrdev4CT8HtPVcNWpY=,2022-07-12,properties/319751093,2023-11-17 15:55:15.310000 UTC,1884,0,0,12,1024,1653.4248334071494,1275,2292,11,2017
1212,1212,uUkp0jxg+WTGm4YJb3e5RdKhPGo=,2022-07-18,properties/319751093,2023-11-17 15:55:15.311000 UTC,2190,0,0,15,1274,2748.173335380474,1476,2068,13,1752
1213,1213,IU7QOZTocCTUv4QgjtmFVHFFn2E=,2022-07-29,properties/319751093,2023-11-17 15:55:11.530000 UTC,3826,0,0,11,2259,1516.3012307421532,2169,3899,15,3297
1214,1214,UFA7zRoeDM/1sMn8rl3KcgCyiXM=,2022-08-16,properties/319751093,2023-11-17 15:55:11.531000 UTC,1989,0,0,14,1813,1469.2664040012492,1527,3334,14,2293
1215,1215,p7oKED6B9jajcNFJDMndB8JsGlI=,2022-08-23,properties/319751093,2023-11-17 15:55:11.532000 UTC,1940,0,0,13,0,1626.1731787445249,1697,3288,11,2406
1216,1216,9cLnG6FDcoVSk1AxHa/N9MHiX8Y=,2022-10-18,properties/319751093,2023-11-17 15:55:02.680000 UTC,1739,0,0,19,1606,1246.314240494548,1409,2599,16,2147
1217,1217,Bt8CFEuNId/fMvbvSSkvfLcvMMk=,2022-10-20,properties/319751093,2023-11-17 15:55:02.680000 UTC,1421,0,0,11,1335,1772.7470749293545,1173,2382,12,1772
1218,1218,f6HjmvBoJUeDp9VWcDhHH+cRPE0=,2022-11-18,properties/319751093,2023-11-17 15:54:59.661000 UTC,2383,0,0,14,1573,1648.7228639587527,1257,3319,13,2269
1219,1219,gza3Yw8i88V0HDOILnG/KaKmlvo=,2022-11-20,properties/319751093,2023-11-17 15:54:59.660000 UTC,1977,0,0,15,2066,1323.4286634918299,1237,3813,12,2408
1220,1220,s3ai603YbwmFWY8Z0O+7rt1fdNM=,2022-12-17,properties/319751093,2023-11-17 15:54:55.463000 UTC,2847,0,0,13,1948,1148.3505506222173,2055,2337,13,2544
1221,1221,M5NUIvhZImr4vGZGv2dd/wii8aE=,2023-03-21,properties/319751093,2023-11-17 15:54:43.384000 UTC,1518,0,0,17,2085,2645.694816951693,1465,1881,15,2841
1222,1222,reSZ7bmnpQyPYJvZt68lvP5lcvc=,2023-05-19,properties/319751093,2023-11-17 15:54:35.303000 UTC,1935,74,0,12,2450,1465.5115125104328,1741,2538,12,2076
1223,1223,90P3ZOtMUi0J9qF8iM6++WD3Md4=,2023-05-31,properties/319751093,2023-11-17 15:54:27.642000 UTC,2097,102,0,11,3111,835.819362437616,3007,4817,16,4149
1224,1224,xhmwbMm3YI0PYcXlp8erdutIm7Q=,2023-06-01,properties/319751093,2023-11-17 15:54:27.642000 UTC,2888,80,0,13,2402,894.9576725683013,2947,5421,14,3816
1225,1225,OJqptntpk/fvYVLPTOfV4hcSNpI=,2023-06-08,properties/319751093,2023-11-17 15:54:27.643000 UTC,2710,60,0,12,2755,1491.965844031661,2213,3530,11,4172
1226,1226,DvaFqeHOeVjdxIYvGBxYCIc3LOA=,2023-06-26,properties/319751093,2023-11-17 15:54:20.390000 UTC,2403,44,0,11,1752,937.1301772108319,1768,2943,13,2723
1227,1227,a6GPckOJ6P0xUrjROiYrgH+Amoc=,2023-06-28,properties/319751093,2023-11-17 15:54:20.385000 UTC,3298,73,0,9,2463,1027.8210566378148,2211,4281,13,3587
1228,1228,oGfG7AtDoJxf91p+/dIg1uEdq+I=,2023-06-29,properties/319751093,2023-11-17 15:54:20.384000 UTC,3190,34,0,14,2650,1180.6855472187704,2341,3766,9,3155
1229,1229,AoYNVXww3ha7N5Hmd8I3j39Ojuk=,2022-07-16,properties/319751093,2023-11-17 15:55:15.309000 UTC,2921,0,0,13,1710,1696.6199462918069,1885,2921,20,1977
1230,1230,B/LttCYl+q54yM/2T9VGrQhjIzM=,2022-09-19,properties/319751093,2023-11-17 15:55:07.157000 UTC,2816,0,0,16,2025,1261.2002237701554,1640,2915,12,2378
1231,1231,dHgh1ejz6VGt7P+F5VDMEBEG2cM=,2022-10-08,properties/319751093,2023-11-17 15:55:02.680000 UTC,1445,0,0,15,1599,2407.2730835028087,1328,3350,16,2776
1232,1232,DziVHeJnaeDNWLAqo0osxrq3s/Q=,2022-10-16,properties/319751093,2023-11-17 15:55:02.680000 UTC,1673,0,0,13,1593,1548.5728851650993,1539,2529,18,2843
1233,1233,8A6q+yUxOujN+ZVlK8kgAJ58veA=,2022-10-28,properties/319751093,2023-11-17 15:54:59.662000 UTC,2693,0,0,19,2108,2567.69659665754,900,3592,12,2102
1234,1234,5Ld+GZixats/1cVEAd2wayoNGxw=,2022-10-29,properties/319751093,2023-11-17 15:54:59.661000 UTC,2554,0,0,15,1546,1719.800124025486,1366,3082,13,2258
1235,1235,sMGYu0HlwflsVSwPTVjMMG71pB8=,2022-11-06,properties/319751093,2023-11-17 15:54:59.661000 UTC,1724,0,0,15,1868,2435.264262674486,1389,3894,12,2283
1236,1236,nZevIjdOEdimt7Fwyv00188IB4U=,2022-11-23,properties/319751093,2023-11-17 15:54:55.464000 UTC,2668,0,0,17,1578,2362.984892127892,1505,4150,11,2157
1237,1237,857xITH+vq+Xg0ne2aL9bWmXxYA=,2022-12-03,properties/319751093,2023-11-17 15:54:55.465000 UTC,2575,0,0,17,1603,2135.499193797006,1580,2783,10,1632
1238,1238,jlNWXUeWGNxbl7ErV7DsSFFS728=,2022-12-10,properties/319751093,2023-11-17 15:54:55.463000 UTC,1982,0,0,11,2000,1906.9741799999288,1517,2224,10,2443
1239,1239,JSIAOXdIGAifNaMruqO77ukaB2k=,2022-12-19,properties/319751093,2023-11-17 15:54:55.464000 UTC,1783,0,0,10,1514,1214.2513132003087,1821,3512,14,2232
1240,1240,nLS57D8E1ULCnuFenwjk8xY4/bM=,2023-03-22,properties/319751093,2023-11-17 15:54:44.166000 UTC,1913,0,0,13,3349,1114.956576633314,2174,4334,16,2267
1241,1241,CHhNY9GH+XlxjVw7Nwhf/9GPPAM=,2023-04-13,properties/319751093,2023-11-17 15:54:39.443000 UTC,4173,0,0,13,1973,1917.4331805692239,2508,4808,14,4484
1242,1242,MenHQeSEanICCEbKaqAeZ0fPItw=,2023-05-05,properties/319751093,2023-11-17 15:54:35.302000 UTC,3198,0,0,11,2038,1856.853379560655,1766,2927,12,3175
1243,1243,izcnY28VRGitN7ssxna9PtjK2eo=,2023-05-13,properties/319751093,2023-11-17 15:54:35.302000 UTC,3569,38,0,11,1693,1548.608102865133,1554,3879,15,2731
1244,1244,zdff2eqfNeLRxf8MFbGFNsKWhNY=,2023-05-16,properties/319751093,2023-11-17 15:54:35.303000 UTC,2694,43,0,18,1909,1401.1372480398657,1682,4366,14,2776
1245,1245,0ryiXblTtZ05Y4ctm5j9cbKoHX0=,2022-06-21,properties/319751093,2023-11-17 15:55:18.481000 UTC,2222,0,0,13,1351,2056.5205915011747,1842,3782,15,2398
1246,1246,H69eB1zYruFDYm5N66JSjatQOLg=,2022-07-15,properties/319751093,2023-11-17 15:55:15.311000 UTC,2157,0,0,19,1797,2133.3537468610684,1799,1980,16,1646
1247,1247,lLuAEt3BJZ2EaiqmCpJdtRcsVjE=,2022-08-12,properties/319751093,2023-11-17 15:55:11.532000 UTC,2554,0,0,19,1894,2233.3941437240824,1920,3183,11,2008
1248,1248,4ay7CVHhmDD0Fi7vDAOny3SmG/4=,2022-09-06,properties/319751093,2023-11-17 15:55:07.160000 UTC,2747,0,0,15,1720,3154.2861638822674,1563,3331,14,2569
1249,1249,+WUpM4TN6lpaf40oSZba3H0cb0o=,2022-09-14,properties/319751093,2023-11-17 15:55:07.157000 UTC,2361,0,0,16,3064,1917.4360167942402,2120,3113,16,3494
1250,1250,d0ijkNJYk+PgNWxgsQeRMH8peJM=,2022-09-20,properties/319751093,2023-11-17 15:55:07.158000 UTC,2457,0,0,18,1752,2116.90303944639,1748,4219,21,3104
1251,1251,i8qbYxoOkOGrnKhMjECzY/c1QDk=,2022-11-02,properties/319751093,2023-11-17 15:54:59.660000 UTC,1478,0,0,14,2293,1899.796578838025,1649,2362,19,2333
1252,1252,rLAqB+Ykz7zhil3ycJykAQ/K77k=,2022-11-08,properties/319751093,2023-11-17 15:54:59.660000 UTC,3700,0,0,17,2683,1217.4164971504763,1865,3397,16,3062
1253,1253,QUp6DfROB4SGzxSI29D+4LjtB6M=,2022-11-22,properties/319751093,2023-11-17 15:55:01.236000 UTC,2613,0,0,13,2261,2728.725375929888,1285,3391,14,2268
1254,1254,rMWdEkxGQiDr2QXbatg5qz61tHM=,2023-03-23,properties/319751093,2023-11-17 15:54:39.444000 UTC,1713,0,0,11,2877,1739.8991951758674,1467,3387,13,2510
1255,1255,UXGMacl26HIS888CxEWdSjX0aNo=,2023-04-22,properties/319751093,2023-11-17 15:54:35.303000 UTC,1940,0,0,13,1551,1518.7064676378316,2333,4482,16,3327
1256,1256,wo5ra0xSQuvEizN8LqKc2YQcqPI=,2023-04-28,properties/319751093,2023-11-17 15:54:35.303000 UTC,2693,0,0,17,2360,1538.3654456679058,1493,3214,11,3337
1257,1257,j7JbPwLtpoOYwox7uOYE1UCDLZs=,2023-05-04,properties/319751093,2023-11-17 15:54:35.301000 UTC,2087,0,0,13,2473,1281.6686511388618,2139,2972,18,3292
1258,1258,fZ2jsviisv7sI3YN/XvCtR6hEm8=,2023-05-14,properties/319751093,2023-11-17 15:54:35.303000 UTC,1896,21,0,19,1759,2552.9212095213843,1858,4005,19,2589
1259,1259,MKOX9IvChXb6PDEJFgseB1PPsLk=,2023-06-25,properties/319751093,2023-11-17 15:54:20.391000 UTC,2178,65,0,14,2046,1754.4903577936261,1566,2392,11,1995
1260,1260,Hl9cSQrLsWN//zIKAY85KTv2t4E=,2022-08-05,properties/319751093,2023-11-17 15:55:11.531000 UTC,1621,0,0,16,1670,5283.4801925220245,1343,3584,18,2440
1261,1261,fE3ZC4qx/US6E8A6hPoz2NbObxo=,2022-08-19,properties/319751093,2023-11-17 15:55:11.532000 UTC,1769,0,0,14,2301,1969.463880756571,1755,2908,12,2627
1262,1262,7Ek6M50CPJV7tuJYcGyjpo7aUHs=,2022-08-24,properties/319751093,2023-11-17 15:55:13.126000 UTC,3811,0,0,12,0,2558.967569155547,1309,3451,17,2909
1263,1263,cO4cXErdubsSoWRmrGjTsONB8E4=,2022-09-01,properties/319751093,2023-11-17 15:55:07.160000 UTC,1042,0,0,19,1735,1738.2265531075175,1250,3135,19,2330
1264,1264,er4N+o9hx4LwFmuMVUYjGGZ7KWw=,2022-09-13,properties/319751093,2023-11-17 15:55:07.158000 UTC,2261,0,0,19,2403,2362.0046089862735,2063,3001,16,3377
1265,1265,/2ftgX+Uu2RiCxrYQKiuvAJjano=,2022-09-17,properties/319751093,2023-11-17 15:55:07.158000 UTC,2560,0,0,14,1650,1701.1574376532792,1852,3214,19,2003
1266,1266,zYRuaQZmP/9ht89iYlbbgWnyor4=,2022-10-02,properties/319751093,2023-11-17 15:55:02.679000 UTC,1707,0,0,20,2012,1252.427212376771,1130,3154,15,1949
1267,1267,3o0zGgQDNM94l3mx0mtp4adckJM=,2022-10-17,properties/319751093,2023-11-17 15:55:02.680000 UTC,1289,0,0,17,1888,1828.653640696947,1480,2749,15,2113
1268,1268,VsfWqxPSZ75O1CuCnMOIxC3jUS0=,2022-10-19,properties/319751093,2023-11-17 15:55:02.680000 UTC,3159,0,0,17,1733,2160.832810169282,1696,2834,15,2451
1269,1269,hTyE3+8/HJj1aTABgX9WoAIOVAM=,2022-10-23,properties/319751093,2023-11-17 15:55:03.325000 UTC,937,0,0,14,2042,2183.426125244309,1288,2271,15,1887
1270,1270,rrQBqp1exWIfz11nMqkweBAuFu8=,2023-01-23,properties/319751093,2023-11-17 15:54:47.303000 UTC,2894,0,0,16,1289,1748.5448528387792,958,2715,20,2478
1271,1271,vTC/uZiLWv5rrF3X9CrFCktB6WQ=,2023-01-25,properties/319751093,2023-11-17 15:54:47.303000 UTC,2451,0,0,14,1737,2007.8905733771683,1620,2030,16,1770
1272,1272,Td8LKOLwKhx2zGDuG6S4GBJ6fsA=,2023-06-09,properties/319751093,2023-11-17 15:54:27.644000 UTC,4050,77,0,14,2447,1678.9678638752953,1462,3873,12,3329
1273,1273,O87XJq7XtnZLSbXKVXxZlP86Sos=,2022-07-21,properties/319751093,2023-11-17 15:55:15.310000 UTC,2334,0,0,21,1640,3524.2095790995186,1566,3281,16,2309
1274,1274,GxwZG2Z4gYLGpRUelNFSwxhk7iI=,2022-07-26,properties/319751093,2023-11-17 15:55:11.532000 UTC,1378,0,0,17,1833,2112.132959302184,1318,3631,19,1939
1275,1275,Tyo7OZijO2II4fpdQapltrGMXgc=,2022-08-04,properties/319751093,2023-11-17 15:55:11.532000 UTC,2360,0,0,17,1608,2583.2351931856997,1577,2174,12,3223
1276,1276,6/GuJtuPRYohJ+1RF3FjNy86QTw=,2022-08-22,properties/319751093,2023-11-17 15:55:11.531000 UTC,3270,0,0,18,0,3087.532732691402,2136,4526,20,3232
1277,1277,T/zX82rqeLhTdRWTYSIaWJoFSAc=,2022-08-25,properties/319751093,2023-11-17 15:55:07.158000 UTC,2420,0,0,21,0,1813.240116227658,1487,2310,14,2732
1278,1278,QCZ38iuzu4znrZbd8FDT5gN/fRM=,2022-09-02,properties/319751093,2023-11-17 15:55:07.158000 UTC,2184,0,0,15,2231,2288.859348295977,2136,2414,25,3258
1279,1279,JrOP5olyJmo56Sx16f2B2e8ljHk=,2022-09-05,properties/319751093,2023-11-17 15:55:07.159000 UTC,1948,0,0,15,1711,2254.9995459411534,1784,2452,16,3162
1280,1280,1czKEOtq9/njBTuTEFK3YF/6ncA=,2022-09-07,properties/319751093,2023-11-17 15:55:07.158000 UTC,3268,0,0,19,1727,2478.558050061812,1594,3526,23,2064
1281,1281,G0poBU4pqFmGG9irQA2WatLqcgs=,2022-09-23,properties/319751093,2023-11-17 15:55:09.303000 UTC,2566,0,0,20,2130,1755.8657480173315,1954,3648,15,2192
1282,1282,UFBkOsrtRWgKeUpM9J40UlDn9jY=,2022-10-07,properties/319751093,2023-11-17 15:55:02.679000 UTC,3403,0,0,16,1573,2221.7021141748346,1580,2377,19,2668
1283,1283,ywDfN9po4CE25CgUYzibefpaqLg=,2022-10-22,properties/319751093,2023-11-17 15:55:02.679000 UTC,2238,0,0,16,2115,1667.8203424946853,1288,2733,16,1727
1284,1284,PA9Bv9CwWwKLrNpr05Pq9L7gbCw=,2022-10-26,properties/319751093,2023-11-17 15:54:59.662000 UTC,2293,0,0,21,1772,2157.6896264173733,1589,1696,18,2623
1285,1285,CZsYVika7A3IO7D7WeF00K7L6S0=,2022-11-01,properties/319751093,2023-11-17 15:54:59.662000 UTC,2216,0,0,16,1427,2730.2095183670854,1546,2652,20,1711
